ID,Name,Category,Description,OpeningTime,Website,PhoneNumber,Location,Address,Toilet,Accessibility,Animals,Image,Icon,VisitTime,Map Priority
39,EXMA - Centro Comunale d'Arte e Cultura,Museums and Art Galleries,"Transformed in 1993 into a splendid multipurpose centre, it hosts art exhibitions, shows and events of great appeal. Since 2015 it has been home to the EXMA - Exhibiting and Moving Arts project, focused on contemporary arts and curated by the Camù Consortium. Located in the heart of Cagliari, in the historic Villanova district, the former slaughterhouse was one of the first urban spaces to be restored and returned to the citizens. Guarded between high walls, embellished with a garden courtyard that makes it seem like an oasis in the traffic of the city center, the Exma is certainly one of the liveliest ""cultural salons"" of the island capital.","{'Monday': 'Closed', 'Tuesday': '9AM-8PM', 'Wednesday': '9AM-8PM', 'Thursday': '9AM-8PM', 'Friday': '9AM-8PM', 'Saturday': '9AM-8PM', 'Sunday': '9AM-8PM'}",-,3.93663E+11,"39.214623619662405, 9.120398384546514","Via S. Lucifero, 71, 09127 Cagliari CA",FALSE,TRUE,FALSE,EXMA - Centro Comunale d'Arte e Cultura.jpg,museum_1.png,30,3
40,Unipol Domus,Parks and Gardens,"The Unipol Domus, formerly known as Sardegna Arena, is an Italian football stadium in Cagliari, Sardinia. Located in the Nuovo Borgo Sant'Elia district, it has been home to Cagliari Calcio's home matches since the 2017-2018 season.","{'Monday': '-', 'Tuesday': '-', 'Wednesday': '-', 'Thursday': '-', 'Friday': '-', 'Saturday': '-', 'Sunday': '-'}",https://www.cagliaricalcio.com/,-,"39.19983344299333, 9.137416757727818","Via Raimondo Carta Raspi, 09126 Cagliari CA",FALSE,TRUE,FALSE,Unipol Domus.jpg,stadium.png,30,3
41,Museo d'Arte Siamese Stefano Cardu,Museums and Art Galleries,"The Stefano Cardu civic museum of Siamese art is located inside the Citadel of Museums, the museum complex located in the Castle of Cagliari.","{'Monday': 'Closed', 'Tuesday': '10AM-6PM', 'Wednesday': '10AM-6PM', 'Thursday': '10AM-6PM', 'Friday': '10AM-6PM', 'Saturday': '10AM-6PM', 'Sunday': '10AM-6PM'}",http://sistemamuseale.museicivicicagliari.it/,3.90707E+11,"39.22291267540153, 9.117218399995357","Cittadella dei Musei, Piazza Arsenale, 1, 09123 Cagliari CA",TRUE,TRUE,FALSE,Museo d'Arte Siamese Stefano Cardu.jpg,museum_1.png,30,1
42,Pinacoteca Nazionale Di Cagliari,Museums and Art Galleries,"The National Art Gallery of Cagliari, located within the museum complex of the Citadel of Museums, is located in Piazza Arsenale 1 in Cagliari and exhibits various collections derived from both private donations and state acquisitions.","{'Monday': '8:45AM-7:45PM', 'Tuesday': 'Closed', 'Wednesday': '8:45AM-7:45PM', 'Thursday': '8:45AM-7:45PM', 'Friday': '8:45AM-7:45PM', 'Saturday': '8:45AM-7:45PM', 'Sunday': '8:45AM-7:45PM'}",https://museoarcheocagliari.beniculturali.it/,39070655911,"39.222935529050744, 9.11687068656308","Piazza Arsenale, 1, 09124 Cagliari CA",TRUE,TRUE,FALSE,Pinacoteca Nazionale Di Cagliari.jpg,museum_1.png,30,1
43,Chiesa di Santa Chiara,Churches and Places of Worship,"The church of Santa Chiara is a church in Cagliari, located on the Santa Chiara hill, not far from Piazza Yenne, in the Stampace district.","{'Monday': '9AM-12PM', 'Tuesday': '9AM-12PM', 'Wednesday': '9AM-12PM', 'Thursday': '9AM-12PM', 'Friday': '9AM-12PM', 'Saturday': 'Closed', 'Sunday': 'Closed'}",http://www.comune.cagliari.it/portale/,39070667788,"39.218606985326886, 9.114317597975083","Salita di Santa Chiara, 09124 Cagliari CA",FALSE,FALSE,FALSE,Chiesa di Santa Chiara.jpg,church_1.png,30,1
44,Fortino di Sant'Ignazio,Historical Sites and Monuments,"The fort of Sant'Ignazio or Fort of Sant'Ignazio is a military architecture located on the hill of Sant'Elia, in the municipality of Cagliari. It rises approximately 94 meters above sea level.","{'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}",-,-,"39.19198614678265, 9.1450101865841","Viale Calamosca, 09126 Cagliari CA",FALSE,FALSE,FALSE,Fortino di Sant'Ignazio.jpg,historical.png,30,2
45,Chiesa di Santa Rosalia,Churches and Places of Worship,"The church of Santa Rosalia is a church in the historic center of Cagliari, located in via Torino, in the Marina district. The temple, known above all for guarding the tomb of Saint Savior of Horta, is officiated by the Friars Minor who reside in the adjacent convent.","{'Monday': '8:30-11:30AM', 'Tuesday': '8:30-11:30AM', 'Wednesday': '8:30-11:30AM', 'Thursday': '8:30-11:30AM', 'Friday': '8:30-11:30AM', 'Saturday': '8:30-11:30AM', 'Sunday': '8:30-11:30AM'}",http://www.cagliariturismo.it/it/luoghi/i-luoghi-della-fede-313/chiese-13/chiesa-di-santa-rosalia-121,39070655481,"39.215205105818036, 9.116063971151934","Via Torino, 09124 Cagliari CA",FALSE,FALSE,FALSE,Chiesa di Santa Rosalia.jpg,church_1.png,30,1
46,Teatro Civico di Castello,Museums and Art Galleries,"The Civic Theater of Cagliari, recently restored and used again, is located in via Mario de Candia, in the Castello district, adjacent to Palazzo Boyl and not far from the Bastion of Saint Remy.","{'Monday': '-', 'Tuesday': '-', 'Wednesday': '-', 'Thursday': '-', 'Friday': '-', 'Saturday': '-', 'Sunday': '-'}",-,3.90707E+11,"39.216929727803645, 9.115578828853774","Via de Candia, 09124 Cagliari CA",FALSE,FALSE,FALSE,Teatro Civico di Castello.jpg,museum_1.png,30,1
47,Museo Diocesano del Duomo,Museums and Art Galleries,"The museum structure wants to represent a place of encounter and cultural growth, where sacred art testifies to the religious sentiment of the Christian community and documents the historical journey of the diocesan territory, within and beyond the borders of the city, even in relation to minor realities.","{'Monday': '-', 'Tuesday': '-', 'Wednesday': '-', 'Thursday': '-', 'Friday': '-', 'Saturday': '-', 'Sunday': '-'}",-,3.93283E+11,"39.218627149040444, 9.11690372885334","Via del Fossario, 5, 09124 Cagliari CA",FALSE,FALSE,FALSE,Museo Diocesano del Duomo.jpg,museum_1.png,30,1
48,Basilica Magistrale Mauriziana di Santa Croce,Churches and Places of Worship,"The magisterial basilica of Santa Croce is a monumental church in Cagliari, originally a synagogue of the local Jewish community before the expulsion of 1492. Since 1809 the church has belonged to the Order of Saints Maurice and Lazarus.","{'Monday': '9-11AM, 5:45-8PM', 'Tuesday': '9-11AM, 5:45-8PM', 'Wednesday': '9-11AM, 5:45-8PM', 'Thursday': '9-11AM, 5:45-8PM', 'Friday': '9-11AM, 5:45-8PM', 'Saturday': '9-11AM, 5:45-8PM', 'Sunday': '9AM-1PM'}",http://www.chiesadicagliari.it/,3.93421E+11,"39.219816882551065, 9.114910428860089","Via Corte D'Appello, 44, 09124 Cagliari CA",FALSE,FALSE,FALSE,Basilica Magistrale Mauriziana di Santa Croce.jpg,church_1.png,30,1
49,Porta Cristina,Historical Sites and Monuments,"Porta Cristina, in Cagliari, is a city gate leading to the Castello district which connects Viale Buoncammino, where the historic prison is located, to Piazza Arsenale.","{'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hour'}",http://www.comune.cagliari.it/,-,"39.22187476610855, 9.116541442284497","Piazza Arsenale, 09123 Cagliari CA",FALSE,TRUE,FALSE,Porta Cristina.jpg,arc.png,15,2
50,Chiesa di Sant'Eulalia,Churches and Places of Worship,"The collegiate church of Sant'Eulalia is the parish church of the Marina district, in the historic center of Cagliari. Located in the center of the neighborhood in an elevated position compared to the surrounding buildings, the church is preceded by a wide staircase.","{'Monday': '-', 'Tuesday': '-', 'Wednesday': '-', 'Thursday': '-', 'Friday': '-', 'Saturday': '-', 'Sunday': '-'}",http://www.sardegnaturismo.it/it/punto-di-interesse/museo-del-tesoro-e-area-archeologica-di-santeulalia,39070663724,"39.21456911819045, 9.114647722658543","Vicolo Collegio, 2, 09124 Cagliari CA",FALSE,TRUE,FALSE,Chiesa di Sant'Eulalia.jpg,church_1.png,30,1
51,Porta San Pancrazio,Historical Sites and Monuments,"Cagliari Rising above the skyline by the Castello's northeastern gate, this 36m-high tower is the twin of the Torre dell'Elefante . Completed in 1305, it is built on the city's highest point and commands expansive views of the Golfo di Cagliari.","{'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}",-,-,"39.22195776592955, 9.116830542283434","Porta S'Avanzada, Via Ubaldo Badas, 09123 Cagliari CA",FALSE,FALSE,FALSE,Porta San Pancrazio.jpg,arc.png,15,2
52,Chiesa di San Simone,Churches and Places of Worship,"St Simone's church is located in Sa Illetta, near Santa Gilla's pond, and dates back 16th -17th century. Not very big,the church presents a simple facade,with a big and precious portal,and, in the middle, a small bell.","{'Monday': '-', 'Tuesday': '-', 'Wednesday': '-', 'Thursday': '-', 'Friday': '-', 'Saturday': '-', 'Sunday': '-'}",http://www.cagliariturismo.it/it/luoghi/i-luoghi-della-fede-313/chiese-13/chiesa-di-san-simone-114,-,"39.225806579913474, 9.081128082516306","loc. Sa Illetta, S.da Statale 195 Sulcitana, 09123 Cagliari CA",FALSE,FALSE,FALSE,Chiesa di San Simone.jpg,church_1.png,30,1
53,Chiesa della Speranza,Churches and Places of Worship,"The church of Our Lady of Hope, commonly known as the church of Hope, is located in Cagliari, in the historic Castello district, in via Duomo.","{'Monday': '-', 'Tuesday': '-', 'Wednesday': '-', 'Thursday': '-', 'Friday': '-', 'Saturday': '-', 'Sunday': '-'}",-,3.93296E+11,"39.21875652122604, 9.116846228864334","angolo di via del Fossario, Via del Duomo, 09124 Cagliari CA",FALSE,FALSE,FALSE,Chiesa della Speranza.jpg,church_1.png,30,1
54,Convento di San Domenico,Churches and Places of Worship,"The church of San Domenico is a church in Cagliari. It is located in Piazza San Domenico, in the neighborhood called Villanova. The church is officiated by the Dominican friars, who live in the nearby convent.","{'Monday': '8:15-11AM, 5-8PM', 'Tuesday': '8:15-11AM, 5-8PM', 'Wednesday': '8:15-11AM, 5-8PM', 'Thursday': '8:15-11AM, 5-8PM', 'Friday': '8:15-11AM, 5-8PM', 'Saturday': 'Closed', 'Sunday': '5-8PM'}",-,39070662837,"39.219068460219795, 9.120195628857132","Piazza San Domenico, 09127 Cagliari CA",FALSE,TRUE,FALSE,Convento di San Domenico.jpg,church_1.png,30,1
55,Statua di San Francesco d'Assisi,Historical Sites and Monuments,"The bronze statue of Saint Francesco d'Assisi was placed in Carlo Alberto Square, in the heart of the Castello district, on the occasion of the seventh centenary of his death. There are two statues in Cagliari dedicated to the patron saint of Italy","{'Monday': '-', 'Tuesday': '-', 'Wednesday': '-', 'Thursday': '-', 'Friday': '-', 'Saturday': '-', 'Sunday': '-'}",-,-,"39.216510631575645, 9.138170908157027","Viale Europa, 09129 Cagliari CA",FALSE,FALSE,FALSE,Statua di San Francesco d'Assisi.jpg,monument.png,15,2
56,Chiesa di San Bartolomeo,Churches and Places of Worship,"The church of San Bartolomeo is a parish church in Cagliari. It is located in Piazza San Bartolomeo, in the old area of the neighborhood of the same name.","{'Monday': '-', 'Tuesday': '-', 'Wednesday': '-', 'Thursday': '-', 'Friday': '-', 'Saturday': '-', 'Sunday': '-'}",https://www.cagliariturismo.it/it/luoghi/i-luoghi-della-fede-313/chiese-13/chiesa-di-san-bartolomeo-9,3.90704E+11,"39.19602979316789, 9.146270786566086","Piazza S. Bartolomeo, 09126 Cagliari CA",FALSE,TRUE,FALSE,Chiesa di San Bartolomeo.jpg,church_1.png,30,1
57,Piazza Arsenale,Historical Sites and Monuments,"The basics. Housed inside the former Royal Arsenal (Regio Arsenale), now known as the Citadel of Museums, the National Museum of Archaeology offers a fascinating overview of Sardinia's ancient history and is a visit here is a must for archaeology enthusiasts.","{'Monday': '-', 'Tuesday': '-', 'Wednesday': '-', 'Thursday': '-', 'Friday': '-', 'Saturday': '-', 'Sunday': '-'}",-,-,"39.221988572400534, 9.116626055752418","Cagliari, Metropolitan City of Cagliari",FALSE,FALSE,FALSE,Piazza Arsenale.jpg,street.png,15,1
58,Chiesa di Nostra Signora del Carmine ,Churches and Places of Worship,"Chiesa di Nostra Signora del Carmine is a church in Cagliari, Cagliari. Chiesa di Nostra Signora del Carmine is situated nearby to Piazza del Carmine and Monumento Immacolata Concezione","{'Monday': '7:30-11:30AM, 5-7:30PM', 'Tuesday': '7:30-11:30AM, 5-7:30PM', 'Wednesday': '7:30-11:30AM, 5-7:30PM', 'Thursday': '7:30-11:30AM, 5-7:30PM', 'Friday': '7:30-11:30AM, 5-7:30PM', 'Saturday': '7:30-11:30AM, 5-7:30PM', 'Sunday': '8AM-12:30PM, 5-8PM'}",https://www.facebook.com/groups/331185980695708/,39070662645,"39.217705550840485, 9.108279242283738","Viale Trieste, 11, 09123 Cagliari CA",FALSE,FALSE,FALSE,Chiesa di Nostra Signora del Carmine .jpg,church_1.png,30,1
59,Chiesa Romanica dei SS Lorenzo e Pancrazio,Churches and Places of Worship,"The church of San Lorenzo, also named after San Pancrazio and the Madonna del Buon Cammino, is a medieval church in Cagliari. The small temple is located on the top of the Buon Cammino hill and can be reached by climbing uphill from the avenue of the same name to the panoramic clearing where the church stands.","{'Monday': '-', 'Tuesday': '-', 'Wednesday': '-', 'Thursday': '-', 'Friday': '-', 'Saturday': '-', 'Sunday': '-'}",http://www.cagliariturismo.it/it/luoghi/i-luoghi-della-fede-313/chiese-13/chiesa-dei-ss-lorenzo-e-pancrazio-97,-,"39.225513567785164, 9.115099392381262","Via SS. Lorenzo e Pancrazio, 09123 Cagliari CA",FALSE,FALSE,FALSE,Chiesa Romanica dei SS Lorenzo e Pancrazio.jpg,church_1.png,30,1
60,Villa di Tigellio,Historical Sites and Monuments,"The so-called Villa di Tigellio is a complex of Roman ruins located in the Stampace district of Cagliari, which erroneously takes its name from Tigellio, a musician and poet originally from Caralis.","{'Monday': '-', 'Tuesday': '-', 'Wednesday': '-', 'Thursday': '-', 'Friday': '-', 'Saturday': '-', 'Sunday': '-'}",http://www.beniculturalicagliari.it/,3.93663E+11,"39.22071295681, 9.108534728859322","Via Giovanni Carbonazzi, 09123 Cagliari CA",FALSE,FALSE,FALSE,Villa di Tigellio.jpg,historical.png,30,1
61,Grotta della Vipera,Historical Sites and Monuments,"The Viper cave is a Roman funerary hypogeum located in viale Sant'Avendrace, in the Tuvixeddu necropolis, in Cagliari.","{'Monday': '10AM-5PM', 'Tuesday': '10AM-5PM', 'Wednesday': '10AM-5PM', 'Thursday': '10AM-5PM', 'Friday': '10AM-5PM', 'Saturday': '10AM-5PM', 'Sunday': '10AM-5PM'}",-,3.93663E+11,"39.228051785481966, 9.099857771133461","Viale Sant'Avendrace, 87, 09122 Cagliari CA",FALSE,FALSE,FALSE,Grotta della Vipera.jpg,tunnel.png,60,2
62,Il Planetario de L'Unione Sarda,Historical Sites and Monuments,Cagliari?s planetarium,"{'Monday': '-', 'Tuesday': '-', 'Wednesday': '-', 'Thursday': '-', 'Friday': '-', 'Saturday': '-', 'Sunday': '-'}",http://www.planetariounionesarda.it/,3.90706E+11,"39.22693872663538, 9.09832855391011","Pza L'Unione Sarda, 09122 Cagliari CA",TRUE,TRUE,FALSE,Il Planetario de L'Unione Sarda.jpg,universe.png,90,2
63,Cala Bernat,Beaches,"Cala Bernat: known as Su Perdusemmini or Lazzaretto Beach or San Bernardo, Cala Bernat is not an easily accessible beach, and it is advisable to go there swimming or canoeing. Turquoise water and fine limestone sand make this secret beach one of the most fascinating on the island.","{'Monday': '-', 'Tuesday': '-', 'Wednesday': '-', 'Thursday': '-', 'Friday': '-', 'Saturday': '-', 'Sunday': '-'}",-,-,"39.18703642675435, 9.142539762621775","09126 Cagliari, Metropolitan City of Cagliari",FALSE,FALSE,FALSE,Cala Bernat.jpg,beach.png,60,2
64,Calamosca,Beaches,"Calamosca Beach is one of the most beautiful beaches in the city of Calgary if not in Sardinia. Away from settlements with crystal clear water, it offers complete enjoyment of nature, sun, and seawater.","{'Monday': '-', 'Tuesday': '-', 'Wednesday': '-', 'Thursday': '-', 'Friday': '-', 'Saturday': '-', 'Sunday': '-'}",-,-,"39.18730301491029, 9.15176863572658","09126 Cagliari, Metropolitan City of Cagliari",FALSE,FALSE,FALSE,Calamosca.jpg,beach.png,60,2
65,Necropoli di Bonaria,Historical Sites and Monuments,"Cagliari, Necropolis of Bonaria The necropolis occupies the western slopes of the Bonaria hill. Bonaria's funerary vocation dates back to the 4th century BC, when, in the middle of the Punic Age, the hill was used as a burial place.","{'Monday': '-', 'Tuesday': '-', 'Wednesday': '-', 'Thursday': '-', 'Friday': '-', 'Saturday': '-', 'Sunday': '-'}",- ,-,"39.211334614874126, 9.126451995101426","Viale Bonaria, 09125 Cagliari CA",FALSE,FALSE,FALSE,Necropolis of Bonaria (Necropoli di Bonaria).jpg,historical.png,30,1
66,Chiesa di San Pietro Apostolo,Churches and Places of Worship,"Church of Saint Pietro the Apostle The original church dates back to the 16th century an it was the only one in the district ,until the fifties. The building had a Latin cross plan, consisting in a nave and a chapel for each side.","{'Monday': '-', 'Tuesday': '-', 'Wednesday': '-', 'Thursday': '-', 'Friday': '-', 'Saturday': '-', 'Sunday': '-'}",http://www.sanpietroapostolopirri.it/,39070522245,"39.244553561226574, 9.129566262569497","Via Chiesa, 09134 Cagliari CA",FALSE,FALSE,FALSE,Chiesa di San Pietro Apostolo.jpg,church_1.png,30,1
67,Monumento A Carlo Felice Di Savoia,Historical Sites and Monuments,"The monument to Carlo Felice, king of Sardinia, is located in Piazza Yenne, in the heart of Cagliari. It was created in 1830 in neoclassical style by the Sassari sculptor Andrea Galassi, commissioned by the Sardinian Parliament, and depicts the king in the guise of a Roman soldier with helmet, armor and toga.","{'Monday': '  Open 24 hours', 'Tuesday': '    Open 24 hours', 'Wednesday': '    Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': '        Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}",https://storia.dh.unica.it/storiedigitali/s/monumenta/page/monumento-a-carlo-felice,-,"39.2173654880214, 9.113385850924116","Largo Carlo Felice, 09124 Cagliari CA",FALSE,TRUE,FALSE,Monumento a Carlo Felice.jpg,monument.png,15,1
68,Palazzo dell'Universita,Historical Sites and Monuments,"The University building, also known as Palazzo Belgrano, is a monumental architectural complex in Cagliari, where the offices of the rectorate of the University of Cagliari and the university library are located","{'Monday': '-', 'Tuesday': '-', 'Wednesday': '-', 'Thursday': '-', 'Friday': '-', 'Saturday': '-', 'Sunday': '-'}",https://www.unica.it/unica/it/ateneo_s03_ss07.page?contentId=STR5245,390706751,"39.21733640257782, 9.115200066265968","Via Università, 32, 09124 Cagliari CA",FALSE,FALSE,FALSE,Palazzo Dell'Università.jpg,buildings.png,30,1
69,Torre dello Sperone,Historical Sites and Monuments,"The Torre dello Sperone is a medieval tower in Cagliari, southern Sardinia, Italy. It is located in the Stampace historical quarter of the city. The tower was part of the city's fortifications built in white limestone by the Pisan in the 13th century","{'Monday': '  Open 24 hours', 'Tuesday': '    Open 24 hours', 'Wednesday': '    Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': '        Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}",-,-,"39.2187761882379, 9.11152403813016","Via Ospedale, 1, 09123 Cagliari CA",FALSE,FALSE,FALSE,Torre dello Sperone.jpg,tower.png,15,1
70,Teatro delle Saline,Museums and Art Galleries,Performing arts theater in Cagliari,"{'Monday': '-', 'Tuesday': '-', 'Wednesday': '-', 'Thursday': '-', 'Friday': '-', 'Saturday': '-', 'Sunday': '-'}",https://www.teatrodellesaline.it/,39070341322,"39.206650058827655, 9.144173608595041","Piazzetta Billy Sechi, 3/4, 09126 Cagliari CA",FALSE,TRUE,FALSE,Teatro delle Saline.jpg,tower.png,15,1
71,Archivio di Stato,Historical Sites and Monuments,"The Cagliari State Archives is a peripheral organ of the Ministry for Cultural Heritage and Activities, dependent on the General Directorate of Archives. It provides for the preservation of documents produced by central and peripheral state offices","{'Monday': '8:30AM-1:15PM', 'Tuesday': '8:30AM-1PM, 2-6PM', 'Wednesday': '8:30AM-1:15PM', 'Thursday': '8:30AM-1PM, 2-6PM', 'Friday': '8:30AM-1:15PM', 'Saturday': '8:30AM-1PM', 'Sunday': 'Closed'}",http://www.archiviostatocagliari.it/,39070665772,"39.21370332177658, 9.119739133734033","Via Gallura, 2, 09125 Cagliari CA",FALSE,FALSE,FALSE,Archivio di Stato - Cagliari.jpg,buildings.png,30,1
72,Chiesa San Pietro dei Pescatori,Churches and Places of Worship,"Near the Romanesque church of San Pietro, funerary inscriptions dating back to the V-VI century AD were found, currently kept at the National Archaeological Museum of Cagliari. ","{'Monday': '-', 'Tuesday': '-', 'Wednesday': '-', 'Thursday': '-', 'Friday': '-', 'Saturday': '-', 'Sunday': '-'}",http://www.sardegnacultura.it/j/v/253?s=17865&v=2&c=2488&c1=2123&t=1,-,"39.2201042768622, 9.103277979759582","Viale Trieste, 112, 09123 Cagliari CA",FALSE,FALSE,FALSE,Church of Saint Peter 'dei Pescatori'.jpg,church_1.png,30,1
73,Torre Campanaria della Cattedrale,Historical Sites and Monuments,"agliari's graceful 13th-century cathedral stands proudly on Piazza Palazzo. Except for the square-based bell tower, little remains of the original Gothic structure: the clean Pisan-Romanesque facade is a 20th-century imitation, added between 1933 and 1938.","{'Monday': '1-4PM', 'Tuesday': '1-4PM', 'Wednesday': '1-4PM', 'Thursday': '1-4PM', 'Friday': '1-4PM', 'Saturday': '1-4PM', 'Sunday': 'Closed'}","https://www.cagliariturismo.it/it/luoghi/i-luoghi-della-storia-316/monumenti-80/cattedrale-di-santa-maria-e-torre-campanaria-6#:~:text=Realizzato%20tra%20il%201254%20e,e%20una%20delle%20pi%C3%B9%20antiche.",39070663837,"39.21898730385713, 9.11696857809144","Piazza Palazzo, 4, 09124 Cagliari CA",FALSE,TRUE,FALSE,Torre Campanaria della Cattedrale.jpg,church_1.png,15,1
74,Centro Sportivo Bonaria,Parks and Gardens,Sports complex in Cagliari,"{'Monday': '8AM-11:30PM', 'Tuesday': '8AM-11:30PM', 'Wednesday': '8AM-11:30PM', 'Thursday': '8AM-11:30PM', 'Friday': '8AM-11:30PM', 'Saturday': '8AM-8:30PM', 'Sunday': '8AM-1PM, 4-11PM'}",https://www.facebook.com/Centro-Sportivo-Nostra-Signora-Di-Bonaria-399550646851333/?ref=settings,39070308797,"39.209174812442356, 9.126832320294474","Via Ravenna, 09125 Cagliari CA",FALSE,TRUE,FALSE,Centro Sportivo Bonaria.jpg,trees_1.png,30,1
75,Piazza Martiri d'Italia,Markets and Shopping Streets,-,"{'Monday': '-', 'Tuesday': '-', 'Wednesday': '-', 'Thursday': '-', 'Friday': '-', 'Saturday': '-', 'Sunday': '-'}",-,-,"39.21575407933546, 9.116127706746804","09124 Cagliari, Metropolitan City of Cagliari",FALSE,FALSE,FALSE,Piazza Martiri d'Italia.jpg,street.png,15,1
76,Chiesa di San Cesello,Churches and Places of Worship,Catholic church in Cagliari,"{'Monday': '-', 'Tuesday': '-', 'Wednesday': '-', 'Thursday': '-', 'Friday': '-', 'Saturday': '-', 'Sunday': '-'}",-,-,"39.220423411411716, 9.118808350947125","Via S. Giovanni, 212, 09124 Cagliari CA",FALSE,FALSE,FALSE,Chiesa di San Cesello.png,church_1.png,15,1
